,species,sepal_length_std,sepal_width_std,petal_length_std,petal_width_std
0,0,-0.8976738791967673,1.028611280897233,-1.3367940202882511,-1.3085928194379584
1,0,-1.1392004834649545,-0.12454037930146054,-1.3367940202882511,-1.3085928194379584
2,0,-1.3807270877331428,0.33672028477801724,-1.3934698549528182,-1.3085928194379584
3,0,-1.5014903898672374,0.10608995273827836,-1.2801181856236843,-1.3085928194379584
4,0,-1.018437181330861,1.259241612936972,-1.3367940202882511,-1.3085928194379584
5,0,-0.5353839727944845,1.9511326090561876,-1.1667665162945506,-1.046524831566538
6,0,-1.5014903898672374,0.797980948857494,-1.3367940202882511,-1.1775588255022482
7,0,-1.018437181330861,0.797980948857494,-1.2801181856236843,-1.3085928194379584
8,0,-1.7430169941354245,-0.35517071134119943,-1.3367940202882511,-1.3085928194379584
9,0,-1.1392004834649545,0.10608995273827836,-1.2801181856236843,-1.439626813373668
10,0,-0.5353839727944845,1.4898719449767108,-1.2801181856236843,-1.3085928194379584
11,0,-1.259963785599049,0.797980948857494,-1.2234423509591175,-1.3085928194379584
12,0,-1.259963785599049,-0.12454037930146054,-1.3367940202882511,-1.439626813373668
13,0,-1.8637802962695191,-0.12454037930146054,-1.5068215242819516,-1.439626813373668
14,0,-0.05233076425810915,2.1817629410959265,-1.4501456896173848,-1.3085928194379584
15,0,-0.17309406639220273,3.1042842692548818,-1.2801181856236843,-1.046524831566538
16,0,-0.5353839727944845,1.9511326090561876,-1.3934698549528182,-1.046524831566538
17,0,-0.8976738791967673,1.028611280897233,-1.3367940202882511,-1.1775588255022482
18,0,-0.17309406639220273,1.7205022770164486,-1.1667665162945506,-1.1775588255022482
19,0,-0.8976738791967673,1.7205022770164486,-1.2801181856236843,-1.1775588255022482
20,0,-0.5353839727944845,0.797980948857494,-1.1667665162945506,-1.3085928194379584
21,0,-0.8976738791967673,1.4898719449767108,-1.2801181856236843,-1.046524831566538
22,0,-1.5014903898672374,1.259241612936972,-1.5634973589465184,-1.3085928194379584
23,0,-0.8976738791967673,0.5673506168177551,-1.1667665162945506,-0.9154908376308282
24,0,-1.259963785599049,0.797980948857494,-1.053414846965417,-1.3085928194379584
25,0,-1.018437181330861,-0.12454037930146054,-1.2234423509591175,-1.3085928194379584
26,0,-1.018437181330861,0.797980948857494,-1.2234423509591175,-1.046524831566538
27,0,-0.7769105770626727,1.028611280897233,-1.2801181856236843,-1.3085928194379584
28,0,-0.7769105770626727,0.797980948857494,-1.3367940202882511,-1.3085928194379584
